customer_id,current_ltv,ltv_month_3,ltv_month_6,ltv_month_12,value_at_risk,decay_rate_pct,decay_pattern,urgency,intervention_month,turning_point
2040,1086.6,1084.97,1083.34,1080.08,6.52,0.2,🟢 STABLE,Low,11,12
2041,233.39999999999998,231.98,230.55,227.71,5.69,0.6,🟢 STABLE,Low,11,12
2042,773.4000000000001,744.01,714.62,655.84,117.56,3.8,🟢 STABLE,Low,11,12
2043,835.8000000000001,349.62,0.0,0.0,835.8,58.2,🟠 RAPID DECLINE,High,1,1
2044,234.0,226.28,218.56,203.11,30.89,3.3,🟢 STABLE,Low,11,12
2045,1326.0,1290.99,1255.99,1185.97,140.03,2.6,🟢 STABLE,Low,11,12
2046,296.4,186.82,77.24,0.0,296.4,37.0,🟠 RAPID DECLINE,High,4,5
2047,928.8000000000001,474.99,21.18,0.0,928.8,48.9,🟠 RAPID DECLINE,High,3,4
2048,1161.6,703.58,245.56,0.0,1161.6,39.4,🟠 RAPID DECLINE,High,1,1
2049,1024.8000000000002,891.78,758.76,492.72,532.08,13.0,🟢 STABLE,Low,11,12
2050,571.2,568.74,566.29,561.38,9.82,0.4,🟢 STABLE,Low,11,12
2051,232.79999999999998,231.89,230.98,229.17,3.63,0.4,🟢 STABLE,Low,11,12
2052,1246.1999999999998,643.41,40.63,0.0,1246.2,48.4,🟠 RAPID DECLINE,High,3,4
2053,1000.1999999999999,726.95,453.69,0.0,1000.2,27.3,🟡 DECLINING,Medium,1,1
2054,592.8,214.59,0.0,0.0,592.8,63.8,🔴 CRITICAL DECAY,Critical,1,1
2055,1301.4,926.99,552.57,0.0,1301.4,28.8,🟡 DECLINING,Medium,5,6
2056,972.0,850.21,728.42,484.83,487.17,12.5,🟢 STABLE,Low,11,12
2057,950.4000000000001,697.4,444.41,0.0,950.4,26.6,🟡 DECLINING,Medium,5,6
2058,1039.8000000000002,1038.34,1036.89,1033.98,5.82,0.1,🟢 STABLE,Low,11,12
2059,1115.4,590.16,64.92,0.0,1115.4,47.1,🟠 RAPID DECLINE,High,1,2
2060,1084.1999999999998,1081.92,1079.65,1075.09,9.11,0.2,🟢 STABLE,Low,11,12
2061,584.4000000000001,357.71,131.02,0.0,584.4,38.8,🟠 RAPID DECLINE,High,1,1
2062,301.79999999999995,300.29,298.78,295.76,6.04,0.5,🟢 STABLE,Low,11,12
2063,916.8000000000001,827.5,738.21,559.61,357.19,9.7,🟢 STABLE,Low,11,12
2064,234.60000000000002,223.36,212.13,189.65,44.95,4.8,🟢 STABLE,Low,11,12
2065,1024.1999999999998,446.76,0.0,0.0,1024.2,56.4,🟠 RAPID DECLINE,High,1,1
2066,297.6,295.75,293.91,290.22,7.38,0.6,🟢 STABLE,Low,11,12
2067,1237.8000000000002,1038.39,838.98,440.16,797.64,16.1,🟡 DECLINING,Medium,9,10
2068,1209.0,1068.51,928.03,647.06,561.94,11.6,🟢 STABLE,Low,11,12
2069,1147.1999999999998,105.43,0.0,0.0,1147.2,90.8,🔴 CRITICAL DECAY,Critical,1,1
2070,717.0,612.89,508.78,300.57,416.43,14.5,🟢 STABLE,Low,10,11
2071,1129.1999999999998,1107.29,1085.39,1041.57,87.63,1.9,🟢 STABLE,Low,11,12
2072,232.20000000000002,228.48,224.77,217.34,14.86,1.6,🟢 STABLE,Low,11,12
2073,238.79999999999998,191.97,145.14,51.49,187.31,19.6,🟡 DECLINING,Medium,7,8
2074,1297.8000000000002,598.93,0.0,0.0,1297.8,53.9,🟠 RAPID DECLINE,High,1,1
2075,1212.6,298.3,0.0,0.0,1212.6,75.4,🔴 CRITICAL DECAY,Critical,1,1
2076,709.2,587.43,465.66,222.12,487.08,17.2,🟡 DECLINING,Medium,8,9
2077,856.1999999999999,89.47,0.0,0.0,856.2,89.6,🔴 CRITICAL DECAY,Critical,1,1
2078,670.2,638.9,607.6,545.01,125.19,4.7,🟢 STABLE,Low,11,12
2079,1272.6,1141.14,1009.68,746.76,525.84,10.3,🟢 STABLE,Low,11,12
2080,1009.1999999999999,1006.37,1003.55,997.9,11.3,0.3,🟢 STABLE,Low,11,12
2081,903.5999999999999,604.78,305.96,0.0,903.6,33.1,🟡 DECLINING,Medium,4,5
2082,296.4,279.12,261.84,227.28,69.12,5.8,🟢 STABLE,Low,11,12
2083,241.79999999999998,76.43,0.0,0.0,241.8,68.4,🔴 CRITICAL DECAY,Critical,1,1
2084,837.0,342.5,0.0,0.0,837.0,59.1,🟠 RAPID DECLINE,High,1,1
2085,1118.4,316.51,0.0,0.0,1118.4,71.7,🔴 CRITICAL DECAY,Critical,1,1
2086,970.1999999999999,537.88,105.56,0.0,970.2,44.6,🟠 RAPID DECLINE,High,1,1
2087,403.79999999999995,177.19,0.0,0.0,403.8,56.1,🟠 RAPID DECLINE,High,1,2
2088,669.5999999999999,652.19,634.78,599.96,69.64,2.6,🟢 STABLE,Low,11,12
2089,476.40000000000003,471.11,465.82,455.25,21.15,1.1,🟢 STABLE,Low,11,12
2090,354.0,315.63,277.25,200.51,153.49,10.8,🟢 STABLE,Low,11,12
2091,241.79999999999998,240.76,239.72,237.64,4.16,0.4,🟢 STABLE,Low,11,12
2092,954.5999999999999,952.02,949.45,944.29,10.31,0.3,🟢 STABLE,Low,11,12
2093,297.6,256.62,215.64,133.68,163.92,13.8,🟢 STABLE,Low,10,11
2094,235.79999999999998,184.49,133.18,30.56,205.24,21.8,🟡 DECLINING,Medium,6,7
2095,959.4000000000001,56.41,0.0,0.0,959.4,94.1,🔴 CRITICAL DECAY,Critical,1,1
2096,231.60000000000002,128.26,24.92,0.0,231.6,44.6,🟠 RAPID DECLINE,High,1,2
2097,1128.6,227.75,0.0,0.0,1128.6,79.8,🔴 CRITICAL DECAY,Critical,1,1
2098,1089.0,891.67,694.35,299.69,789.31,18.1,🟡 DECLINING,Medium,8,9
2099,946.1999999999999,377.91,0.0,0.0,946.2,60.1,🔴 CRITICAL DECAY,Critical,1,1
2100,1194.0,979.08,764.16,334.32,859.68,18.0,🟡 DECLINING,Medium,8,9
2101,1190.4,861.37,532.35,0.0,1190.4,27.6,🟡 DECLINING,Medium,5,6
2102,966.5999999999999,700.4,434.2,0.0,966.6,27.5,🟡 DECLINING,Medium,5,6
2103,842.4000000000001,218.94,0.0,0.0,842.4,74.0,🔴 CRITICAL DECAY,Critical,1,1
2104,1022.4000000000001,80.36,0.0,0.0,1022.4,92.1,🔴 CRITICAL DECAY,Critical,1,1
2105,903.0,186.56,0.0,0.0,903.0,79.3,🔴 CRITICAL DECAY,Critical,1,1
2106,713.4000000000001,655.76,598.11,482.83,230.57,8.1,🟢 STABLE,Low,11,12
2107,1120.1999999999998,370.79,0.0,0.0,1120.2,66.9,🔴 CRITICAL DECAY,Critical,1,2
2108,539.4000000000001,500.46,461.51,383.62,155.78,7.2,🟢 STABLE,Low,11,12
2109,313.20000000000005,311.1,309.0,304.81,8.39,0.7,🟢 STABLE,Low,11,12
2110,242.39999999999998,122.07,1.75,0.0,242.4,49.6,🟠 RAPID DECLINE,High,1,2
2111,255.0,253.52,252.04,249.08,5.92,0.6,🟢 STABLE,Low,11,12
2112,712.8,693.91,675.02,637.24,75.56,2.7,🟢 STABLE,Low,11,12
2113,1140.0,1035.8,931.61,723.22,416.78,9.1,🟢 STABLE,Low,11,12
2114,742.8,685.98,629.15,515.5,227.3,7.6,🟢 STABLE,Low,11,12
2115,1423.8000000000002,1414.12,1404.44,1385.07,38.73,0.7,🟢 STABLE,Low,11,12
2116,652.2,160.18,0.0,0.0,652.2,75.4,🔴 CRITICAL DECAY,Critical,1,1
2117,773.4000000000001,772.24,771.08,768.76,4.64,0.1,🟢 STABLE,Low,11,12
2118,961.8000000000001,426.94,0.0,0.0,961.8,55.6,🟠 RAPID DECLINE,High,1,1
2119,242.39999999999998,236.8,231.2,220.0,22.4,2.3,🟢 STABLE,Low,11,12
2120,252.0,249.08,246.15,240.31,11.69,1.2,🟢 STABLE,Low,11,12
2121,245.39999999999998,145.2,45.01,0.0,245.4,40.8,🟠 RAPID DECLINE,High,1,1
2122,910.1999999999999,765.48,620.76,331.31,578.89,15.9,🟡 DECLINING,Medium,9,10
2123,965.4000000000001,291.65,0.0,0.0,965.4,69.8,🔴 CRITICAL DECAY,Critical,1,1
2124,299.4,90.69,0.0,0.0,299.4,69.7,🔴 CRITICAL DECAY,Critical,1,1
2125,906.0,897.94,889.87,873.75,32.25,0.9,🟢 STABLE,Low,11,12
2126,533.4000000000001,208.29,0.0,0.0,533.4,61.0,🔴 CRITICAL DECAY,Critical,1,1
2127,508.20000000000005,460.43,412.66,317.12,191.08,9.4,🟢 STABLE,Low,11,12
2128,894.5999999999999,858.73,822.85,751.11,143.49,4.0,🟢 STABLE,Low,11,12
2129,903.5999999999999,41.75,0.0,0.0,903.6,95.4,🔴 CRITICAL DECAY,Critical,1,1
2130,1137.6,1042.95,948.3,759.01,378.59,8.3,🟢 STABLE,Low,11,12
2131,577.8,575.49,573.18,568.56,9.24,0.4,🟢 STABLE,Low,11,12
2132,235.79999999999998,229.5,223.21,210.62,25.18,2.7,🟢 STABLE,Low,11,12
2133,846.5999999999999,43.85,0.0,0.0,846.6,94.8,🔴 CRITICAL DECAY,Critical,1,1
2134,241.79999999999998,125.88,9.96,0.0,241.8,47.9,🟠 RAPID DECLINE,High,1,1
2135,1279.1999999999998,824.83,370.46,0.0,1279.2,35.5,🟠 RAPID DECLINE,High,4,5
2136,1092.0,532.9,0.0,0.0,1092.0,51.2,🟠 RAPID DECLINE,High,1,1
2137,304.79999999999995,298.92,293.03,281.27,23.53,1.9,🟢 STABLE,Low,11,12
2138,839.4000000000001,834.62,829.83,820.26,19.14,0.6,🟢 STABLE,Low,11,12
2139,802.1999999999999,493.51,184.83,0.0,802.2,38.5,🟠 RAPID DECLINE,High,1,2
2140,1033.8000000000002,539.64,45.49,0.0,1033.8,47.8,🟠 RAPID DECLINE,High,3,4
2141,241.79999999999998,179.56,117.32,0.0,241.8,25.7,🟡 DECLINING,Medium,5,6
2142,778.1999999999999,762.25,746.29,714.39,63.81,2.0,🟢 STABLE,Low,11,12
2143,898.1999999999999,891.19,884.19,870.18,28.02,0.8,🟢 STABLE,Low,11,12
2144,606.0,327.06,48.12,0.0,606.0,46.0,🟠 RAPID DECLINE,High,3,4
2145,874.8000000000001,470.47,66.13,0.0,874.8,46.2,🟠 RAPID DECLINE,High,3,4
2146,1380.6,1177.51,974.43,568.25,812.35,14.7,🟢 STABLE,Low,10,11
2147,228.0,173.87,119.75,11.49,216.51,23.7,🟡 DECLINING,Medium,6,7
2148,234.60000000000002,185.15,135.69,36.79,197.81,21.1,🟡 DECLINING,Medium,7,8
2149,1213.1999999999998,903.83,594.47,0.0,1213.2,25.5,🟡 DECLINING,Medium,5,6
2150,1009.1999999999999,253.01,0.0,0.0,1009.2,74.9,🔴 CRITICAL DECAY,Critical,1,1
2151,289.79999999999995,288.44,287.08,284.35,5.45,0.5,🟢 STABLE,Low,11,12
2152,601.2,103.59,0.0,0.0,601.2,82.8,🔴 CRITICAL DECAY,Critical,1,1
2153,895.1999999999999,402.03,0.0,0.0,895.2,55.1,🟠 RAPID DECLINE,High,1,1
2154,237.0,235.65,234.3,231.6,5.4,0.6,🟢 STABLE,Low,11,12
2155,1020.0,319.97,0.0,0.0,1020.0,68.6,🔴 CRITICAL DECAY,Critical,1,1
2156,966.5999999999999,177.08,0.0,0.0,966.6,81.7,🔴 CRITICAL DECAY,Critical,1,1
2157,1281.6,544.94,0.0,0.0,1281.6,57.5,🟠 RAPID DECLINE,High,1,2
2158,1014.0,1005.89,997.78,981.55,32.45,0.8,🟢 STABLE,Low,11,12
2159,300.6,293.18,285.75,270.9,29.7,2.5,🟢 STABLE,Low,11,12
2160,1004.4000000000001,1002.39,1000.38,996.36,8.04,0.2,🟢 STABLE,Low,11,12
2161,909.5999999999999,173.01,0.0,0.0,909.6,81.0,🔴 CRITICAL DECAY,Critical,1,1
2162,1159.1999999999998,947.41,735.63,312.06,847.14,18.3,🟡 DECLINING,Medium,8,9
2163,1182.0,269.02,0.0,0.0,1182.0,77.2,🔴 CRITICAL DECAY,Critical,1,1
2164,1213.1999999999998,1210.41,1207.62,1202.04,11.16,0.2,🟢 STABLE,Low,11,12
2165,242.39999999999998,234.98,227.57,212.73,29.67,3.1,🟢 STABLE,Low,11,12
2166,1128.6,1069.57,1010.55,892.5,236.1,5.2,🟢 STABLE,Low,11,12
2167,1143.0,142.19,0.0,0.0,1143.0,87.6,🔴 CRITICAL DECAY,Critical,1,1
2168,892.8000000000001,155.97,0.0,0.0,892.8,82.5,🔴 CRITICAL DECAY,Critical,1,1
2169,972.0,964.42,956.84,941.67,30.33,0.8,🟢 STABLE,Low,11,12
2170,723.0,687.57,652.15,581.29,141.71,4.9,🟢 STABLE,Low,11,12
2171,730.2,388.1,46.0,0.0,730.2,46.9,🟠 RAPID DECLINE,High,3,4
2172,527.4000000000001,228.15,0.0,0.0,527.4,56.7,🟠 RAPID DECLINE,High,2,3
2173,1032.6,285.0,0.0,0.0,1032.6,72.4,🔴 CRITICAL DECAY,Critical,1,2
2174,243.0,234.93,226.86,210.73,32.27,3.3,🟢 STABLE,Low,11,12
2175,1021.8000000000001,367.44,0.0,0.0,1021.8,64.0,🔴 CRITICAL DECAY,Critical,1,1
2176,232.79999999999998,232.08,231.36,229.91,2.89,0.3,🟢 STABLE,Low,11,12
2177,1231.8000000000002,1227.86,1223.92,1216.03,15.77,0.3,🟢 STABLE,Low,11,12
2178,238.79999999999998,237.08,235.36,231.92,6.88,0.7,🟢 STABLE,Low,11,12
2179,234.60000000000002,224.35,214.1,193.59,41.01,4.4,🟢 STABLE,Low,11,12
2180,1146.0,1140.5,1135.0,1124.0,22.0,0.5,🟢 STABLE,Low,11,12
2181,1009.8000000000001,949.82,889.84,769.87,239.93,5.9,🟢 STABLE,Low,11,12
2182,1238.4,1182.18,1125.95,1013.51,224.89,4.5,🟢 STABLE,Low,11,12
2183,602.4000000000001,369.57,136.74,0.0,602.4,38.7,🟠 RAPID DECLINE,High,3,4
2184,1062.6,74.28,0.0,0.0,1062.6,93.0,🔴 CRITICAL DECAY,Critical,1,1
2185,657.0,547.94,438.88,220.75,436.25,16.6,🟡 DECLINING,Medium,9,10
2186,239.39999999999998,238.63,237.87,236.34,3.06,0.3,🟢 STABLE,Low,11,12
2187,1395.0,1382.58,1370.17,1345.34,49.66,0.9,🟢 STABLE,Low,11,12
2188,374.4,257.03,139.65,0.0,374.4,31.3,🟡 DECLINING,Medium,4,5
2189,293.4,291.93,290.47,287.53,5.87,0.5,🟢 STABLE,Low,11,12
2190,1010.4000000000001,1007.17,1003.93,997.47,12.93,0.3,🟢 STABLE,Low,11,12
2191,1095.6,40.98,0.0,0.0,1095.6,96.3,🔴 CRITICAL DECAY,Critical,1,1
2192,1027.8000000000002,1020.09,1012.38,996.97,30.83,0.8,🟢 STABLE,Low,11,12
2193,254.39999999999998,249.34,244.27,234.15,20.25,2.0,🟢 STABLE,Low,11,12
2194,954.0,56.1,0.0,0.0,954.0,94.1,🔴 CRITICAL DECAY,Critical,1,1
2195,306.6,289.83,273.06,239.52,67.08,5.5,🟢 STABLE,Low,11,12
2196,242.39999999999998,173.97,105.54,0.0,242.4,28.2,🟡 DECLINING,Medium,5,6
2197,766.2,695.25,624.3,482.4,283.8,9.3,🟢 STABLE,Low,11,12
2198,743.4000000000001,672.78,602.15,460.91,282.49,9.5,🟢 STABLE,Low,11,12
2199,309.0,306.4,303.81,298.62,10.38,0.8,🟢 STABLE,Low,11,12
2200,698.4000000000001,627.02,555.65,412.89,285.51,10.2,🟢 STABLE,Low,11,12
2201,1030.1999999999998,985.28,940.37,850.53,179.67,4.4,🟢 STABLE,Low,11,12
2202,841.1999999999999,184.48,0.0,0.0,841.2,78.1,🔴 CRITICAL DECAY,Critical,1,1
2203,1258.8000000000002,1239.92,1221.04,1183.27,75.53,1.5,🟢 STABLE,Low,11,12
2204,1335.6,1235.03,1134.46,933.32,402.28,7.5,🟢 STABLE,Low,11,12
2205,1198.1999999999998,964.07,729.94,261.69,936.51,19.5,🟡 DECLINING,Medium,7,8
2206,1143.0,914.51,686.03,229.06,913.94,20.0,🟡 DECLINING,Medium,7,8
2207,1035.0,203.48,0.0,0.0,1035.0,80.3,🔴 CRITICAL DECAY,Critical,1,1
2208,1209.6,36.05,0.0,0.0,1209.6,97.0,🔴 CRITICAL DECAY,Critical,1,1
2209,234.60000000000002,149.96,65.31,0.0,234.6,36.1,🟠 RAPID DECLINE,High,4,5
2210,1248.0,1177.74,1107.48,966.95,281.05,5.6,🟢 STABLE,Low,11,12
2211,1252.8000000000002,993.72,734.64,216.48,1036.32,20.7,🟡 DECLINING,Medium,7,8
2212,234.0,227.87,221.74,209.48,24.52,2.6,🟢 STABLE,Low,11,12
2213,303.0,295.7,288.4,273.79,29.21,2.4,🟢 STABLE,Low,11,12
2214,1035.6,199.04,0.0,0.0,1035.6,80.8,🔴 CRITICAL DECAY,Critical,1,1
2215,598.2,596.11,594.01,589.83,8.37,0.3,🟢 STABLE,Low,11,12
2216,1307.4,1250.66,1193.92,1080.44,226.96,4.3,🟢 STABLE,Low,11,12
2217,1078.8000000000002,1072.33,1065.85,1052.91,25.89,0.6,🟢 STABLE,Low,11,12
2218,984.0,981.34,978.69,973.37,10.63,0.3,🟢 STABLE,Low,11,12
2219,1079.4,357.93,0.0,0.0,1079.4,66.8,🔴 CRITICAL DECAY,Critical,1,1
2220,952.1999999999999,949.53,946.87,941.54,10.66,0.3,🟢 STABLE,Low,11,12
2221,768.5999999999999,765.06,761.53,754.46,14.14,0.5,🟢 STABLE,Low,11,12
2222,1213.8000000000002,668.44,123.08,0.0,1213.8,44.9,🟠 RAPID DECLINE,High,1,1
2223,1079.4,249.99,0.0,0.0,1079.4,76.8,🔴 CRITICAL DECAY,Critical,1,1
2224,917.4000000000001,241.92,0.0,0.0,917.4,73.6,🔴 CRITICAL DECAY,Critical,1,1
2225,469.20000000000005,368.74,268.29,67.38,401.82,21.4,🟡 DECLINING,Medium,7,8
2226,415.20000000000005,405.65,396.1,377.0,38.2,2.3,🟢 STABLE,Low,11,12
2227,234.60000000000002,229.32,224.04,213.49,21.11,2.3,🟢 STABLE,Low,11,12
2228,1253.4,1242.62,1231.84,1210.28,43.12,0.9,🟢 STABLE,Low,11,12
2229,846.0,191.7,0.0,0.0,846.0,77.3,🔴 CRITICAL DECAY,Critical,1,1
2230,244.20000000000002,242.69,241.17,238.14,6.06,0.6,🟢 STABLE,Low,11,12
2231,840.0,234.86,0.0,0.0,840.0,72.0,🔴 CRITICAL DECAY,Critical,1,1
2232,233.39999999999998,232.79,232.19,230.97,2.43,0.3,🟢 STABLE,Low,11,12
2233,838.8000000000001,818.17,797.53,756.26,82.54,2.5,🟢 STABLE,Low,11,12
2234,716.4000000000001,705.8,695.19,673.99,42.41,1.5,🟢 STABLE,Low,11,12
2235,940.1999999999999,902.69,865.17,790.14,150.06,4.0,🟢 STABLE,Low,11,12
2236,857.4000000000001,173.97,0.0,0.0,857.4,79.7,🔴 CRITICAL DECAY,Critical,1,1
2237,550.2,466.51,382.83,215.46,334.74,15.2,🟡 DECLINING,Medium,9,10
2238,1150.1999999999998,67.4,0.0,0.0,1150.2,94.1,🔴 CRITICAL DECAY,Critical,1,1
2239,428.40000000000003,424.59,420.77,413.15,15.25,0.9,🟢 STABLE,Low,11,12
2240,1074.6,1072.45,1070.3,1066.0,8.6,0.2,🟢 STABLE,Low,11,12
2241,299.4,295.09,290.78,282.15,17.25,1.4,🟢 STABLE,Low,11,12
2242,298.20000000000005,285.26,272.32,246.43,51.77,4.3,🟢 STABLE,Low,11,12
2243,1209.6,576.86,0.0,0.0,1209.6,52.3,🟠 RAPID DECLINE,High,2,3
2244,772.8000000000001,758.27,743.74,714.69,58.11,1.9,🟢 STABLE,Low,11,12
2245,1264.1999999999998,1238.66,1213.13,1162.05,102.15,2.0,🟢 STABLE,Low,11,12
2246,1229.4,116.06,0.0,0.0,1229.4,90.6,🔴 CRITICAL DECAY,Critical,1,1
2247,235.79999999999998,234.74,233.68,231.56,4.24,0.4,🟢 STABLE,Low,11,12
2248,653.4000000000001,627.0,600.61,547.81,105.59,4.0,🟢 STABLE,Low,11,12
2249,846.0,716.65,587.29,328.59,517.41,15.3,🟡 DECLINING,Medium,9,10
2250,241.20000000000002,233.82,226.44,211.68,29.52,3.1,🟢 STABLE,Low,11,12
2251,832.1999999999999,564.9,297.59,0.0,832.2,32.1,🟡 DECLINING,Medium,4,5
2252,237.60000000000002,233.06,228.52,219.45,18.15,1.9,🟢 STABLE,Low,11,12
2253,892.8000000000001,890.3,887.8,882.8,10.0,0.3,🟢 STABLE,Low,11,12
2254,1116.6,1113.36,1110.12,1103.65,12.95,0.3,🟢 STABLE,Low,11,12
2255,614.4000000000001,491.34,368.27,122.14,492.26,20.0,🟡 DECLINING,Medium,7,8
2256,787.1999999999999,765.71,744.22,701.24,85.96,2.7,🟢 STABLE,Low,11,12
2257,966.5999999999999,935.67,904.74,842.88,123.72,3.2,🟢 STABLE,Low,11,12
2258,632.4000000000001,603.25,574.09,515.79,116.61,4.6,🟢 STABLE,Low,11,12
2259,250.20000000000002,248.05,245.9,241.59,8.61,0.9,🟢 STABLE,Low,11,12
2260,961.1999999999999,414.18,0.0,0.0,961.2,56.9,🟠 RAPID DECLINE,High,1,1
2261,625.8,530.18,434.56,243.31,382.49,15.3,🟡 DECLINING,Medium,9,10
2262,962.4000000000001,161.78,0.0,0.0,962.4,83.2,🔴 CRITICAL DECAY,Critical,1,1
2263,1177.8000000000002,425.89,0.0,0.0,1177.8,63.8,🔴 CRITICAL DECAY,Critical,1,1
2264,1379.4,1363.12,1346.85,1314.29,65.11,1.2,🟢 STABLE,Low,11,12
2265,1355.4,280.3,0.0,0.0,1355.4,79.3,🔴 CRITICAL DECAY,Critical,1,1
2266,1253.4,885.65,517.9,0.0,1253.4,29.3,🟡 DECLINING,Medium,5,6
2267,1363.8000000000002,1357.25,1350.71,1337.62,26.18,0.5,🟢 STABLE,Low,11,12
2268,247.20000000000002,244.8,242.4,237.61,9.59,1.0,🟢 STABLE,Low,11,12
2269,850.8000000000001,123.79,0.0,0.0,850.8,85.5,🔴 CRITICAL DECAY,Critical,1,1
2270,1042.1999999999998,175.19,0.0,0.0,1042.2,83.2,🔴 CRITICAL DECAY,Critical,1,1
2271,1098.6,587.53,76.46,0.0,1098.6,46.5,🟠 RAPID DECLINE,High,1,2
2272,598.2,113.48,0.0,0.0,598.2,81.0,🔴 CRITICAL DECAY,Critical,1,1
2273,237.60000000000002,232.25,226.91,216.22,21.38,2.3,🟢 STABLE,Low,11,12
2274,1198.1999999999998,401.16,0.0,0.0,1198.2,66.5,🔴 CRITICAL DECAY,Critical,1,1
2275,894.0,133.3,0.0,0.0,894.0,85.1,🔴 CRITICAL DECAY,Critical,1,1
2276,1249.8000000000002,622.03,0.0,0.0,1249.8,50.2,🟠 RAPID DECLINE,High,2,3
2277,1309.8000000000002,672.98,36.15,0.0,1309.8,48.6,🟠 RAPID DECLINE,High,1,1
2278,578.4000000000001,308.35,38.29,0.0,578.4,46.7,🟠 RAPID DECLINE,High,3,4
2279,301.20000000000005,300.51,299.81,298.43,2.77,0.2,🟢 STABLE,Low,11,12
2280,1201.8000000000002,46.87,0.0,0.0,1201.8,96.1,🔴 CRITICAL DECAY,Critical,1,1
2281,782.4000000000001,577.1,371.8,0.0,782.4,26.2,🟡 DECLINING,Medium,1,1
2282,1194.0,851.08,508.17,0.0,1194.0,28.7,🟡 DECLINING,Medium,1,1
2283,858.5999999999999,89.04,0.0,0.0,858.6,89.6,🔴 CRITICAL DECAY,Critical,1,1
2284,670.8,526.78,382.76,94.72,576.08,21.5,🟡 DECLINING,Medium,6,7
2285,1126.8000000000002,813.44,500.07,0.0,1126.8,27.8,🟡 DECLINING,Medium,1,1
2286,772.8000000000001,691.97,611.13,449.46,323.34,10.5,🟢 STABLE,Low,11,12
2287,1300.8000000000002,1258.26,1215.73,1130.66,170.14,3.3,🟢 STABLE,Low,11,12
2288,1023.5999999999999,245.56,0.0,0.0,1023.6,76.0,🔴 CRITICAL DECAY,Critical,1,1
2289,1289.4,1283.6,1277.8,1266.19,23.21,0.4,🟢 STABLE,Low,11,12
2290,585.0,322.92,60.84,0.0,585.0,44.8,🟠 RAPID DECLINE,High,1,2
2291,1027.8000000000002,88.39,0.0,0.0,1027.8,91.4,🔴 CRITICAL DECAY,Critical,1,1
2292,1095.6,1086.51,1077.41,1059.23,36.37,0.8,🟢 STABLE,Low,11,12
2293,1031.4,1028.82,1026.24,1021.09,10.31,0.3,🟢 STABLE,Low,11,12
2294,1280.4,159.28,0.0,0.0,1280.4,87.6,🔴 CRITICAL DECAY,Critical,1,1
2295,301.79999999999995,43.43,0.0,0.0,301.8,85.6,🔴 CRITICAL DECAY,Critical,1,1
2296,542.4000000000001,102.62,0.0,0.0,542.4,81.1,🔴 CRITICAL DECAY,Critical,1,1
2297,1324.1999999999998,748.7,173.21,0.0,1324.2,43.5,🟠 RAPID DECLINE,High,1,1
2298,950.4000000000001,942.23,934.05,917.71,32.69,0.9,🟢 STABLE,Low,11,12
2299,666.0,658.67,651.35,636.7,29.3,1.1,🟢 STABLE,Low,11,12
2300,1239.0,994.67,750.34,261.68,977.32,19.7,🟡 DECLINING,Medium,7,8
2301,1083.0,115.77,0.0,0.0,1083.0,89.3,🔴 CRITICAL DECAY,Critical,1,1
2302,1095.0,1093.14,1091.28,1087.55,7.45,0.2,🟢 STABLE,Low,11,12
2303,573.5999999999999,227.66,0.0,0.0,573.6,60.3,🔴 CRITICAL DECAY,Critical,1,1
2304,1210.8000000000002,774.91,339.02,0.0,1210.8,36.0,🟠 RAPID DECLINE,High,4,5
2305,1172.4,807.43,442.46,0.0,1172.4,31.1,🟡 DECLINING,Medium,1,1
2306,838.1999999999999,117.52,0.0,0.0,838.2,86.0,🔴 CRITICAL DECAY,Critical,1,1
2307,787.1999999999999,727.53,667.86,548.52,238.68,7.6,🟢 STABLE,Low,11,12
2308,1255.8000000000002,1191.0,1126.2,996.6,259.2,5.2,🟢 STABLE,Low,11,12
2309,1085.4,1058.27,1031.13,976.86,108.54,2.5,🟢 STABLE,Low,11,12
2310,764.4000000000001,762.26,760.12,755.84,8.56,0.3,🟢 STABLE,Low,11,12
2311,1254.0,1041.32,828.64,403.29,850.71,17.0,🟡 DECLINING,Medium,8,9
2312,241.20000000000002,234.25,227.31,213.41,27.79,2.9,🟢 STABLE,Low,11,12
2313,1251.6,1028.19,804.78,357.96,893.64,17.8,🟡 DECLINING,Medium,8,9
2314,1119.0,1116.76,1114.52,1110.05,8.95,0.2,🟢 STABLE,Low,11,12
2315,881.4000000000001,841.21,801.02,720.63,160.77,4.6,🟢 STABLE,Low,11,12
2316,248.39999999999998,153.59,58.77,0.0,248.4,38.2,🟠 RAPID DECLINE,High,3,4
2317,303.0,299.03,295.06,287.12,15.88,1.3,🟢 STABLE,Low,11,12
2318,1206.0,1204.31,1202.62,1199.25,6.75,0.1,🟢 STABLE,Low,11,12
2319,1087.1999999999998,445.32,0.0,0.0,1087.2,59.0,🟠 RAPID DECLINE,High,1,1
2320,1072.8000000000002,1067.22,1061.64,1050.49,22.31,0.5,🟢 STABLE,Low,11,12
2321,1145.4,1029.49,913.57,681.74,463.66,10.1,🟢 STABLE,Low,11,12
2322,245.39999999999998,244.39,243.39,241.38,4.02,0.4,🟢 STABLE,Low,11,12
2323,1183.1999999999998,406.31,0.0,0.0,1183.2,65.7,🔴 CRITICAL DECAY,Critical,1,1
2324,996.5999999999999,277.55,0.0,0.0,996.6,72.2,🔴 CRITICAL DECAY,Critical,1,1
